UT,PY,LA,DT,TI,DE,ID,AB
SCOPUS:2-s2.0-85046485777,2018,English,Article,"Water use, energy use efficiency and carbon footprint of transplanted rice (Oryza sativa) in response to surface drainage",Carbon footprint; Energy efficiency; Rice productivity; Surface drainage; Water use,,"A field study was undertaken to determine the productivity, water use, energy efficiency, and carbon footprint under enforced surface drainage for 15 days at various growth stages of rice (Oryza sativa L.) during kharif 2011 and 2012. The continuous submergence improved the rice grain yield (3.41 t/ha) and straw yield (4.68 tonnes/ha) over the continuous drainage. The water-use was higher with continuous submergence (15350 m3) followed by alternate wetting and drying, whereas, the lowest water was used with continuous drainage (5400 m3). The continuous submergence consumed the highest total input energy (84.97 × 103 MJ/ha) and produced 1.23 fold higher output energy, 452.6 of human energy profitability and 0.04 kg/MJ of energy productivity than the continuous drainage. Alternate wetting and drying was the most energy efficient which produced the highest energy ratio (1.53) and energy productivity (0.53). However, the lowest energy intensiveness was noticed with continuous drainage. Similarly, alternate wetting and drying followed by continuous drainage had the lowest carbon footprint and carbon dioxide emission. Thus, submergence of 5–7 cm may be followed as per the availability of water, while, submergence may be avoided for 15 days at tillering under limited water to obtain optimum yield with better energy efficiency. © 2018 Indian Council of Agricultural Research. All rights reserved."
SCOPUS:2-s2.0-105041415036,2026,English,Article,"Coupled water–carbon burden transfers in staple-crop supply chains: trade-driven responsibility shifts, inequality signals and sustainability options in China",Consumption-based accounting; Embodied emissions; Equity; Interprovincial trade; Virtual water; Water–carbon nexus,Carbon; Carbon Economy; Chains; Commerce; Grain (agricultural product); Greenhouse gases; Investments; Irrigation; Supply chains; Sustainable development; Consumption-based accounting; Embodied emissions; Equity; Functional units; Greenhouses gas; Interprovincial trade; Staple crops; Virtual water; Water footprint; Water–carbon nexus; Crops,"Freshwater scarcity and decarbonization targets jointly constrain staple-crop provisioning, yet water footprint (WF) and greenhouse-gas (GHG) burdens are often evaluated separately, obscuring coupled pressures and trade-mediated responsibility shifts. We developed an integrated water-carbon sustainability accounting framework for China's five staple crops (wheat, rice, maize, soybean, and potato) using a 2020 baseline. Spatially explicit production, blue/green/gray WF, province-crop GHG intensities, edible-portion calorie denominators, and interprovincial trade flows were linked to estimate irrigated and rainfed burdens under mass- and calorie-based functional units. WF and GHG intensities were generally positively coupled but varied across crops and production systems, reflecting shared irrigation-energy and nitrogen-related pathways. Interprovincial trade reallocated 362.7 Gm3 of WF and shifted coupled burdens from exporting to importing provinces; consumption-based attribution attenuated co-burden inequality (G-WSI: −0.124 to −0.033; edible-corrected G-GHGIcal: +0.291 to +0.175), but did not remove upstream burden concentration. Edible-corrected calorie-scale coupling was significant for rice (R2 = 0.407, p < 0.001), soybean (R2 = 0.304, p < 0.001), and maize (R2 = 0.112, p = 0.043), but weaker for wheat and potato. Inequality signals remained sensitive to accounting perspective, ordering criterion, functional-unit choice, and spatial aggregation, with regional summaries masking substantial provincial heterogeneity. The findings support equity-aware, scale-sensitive interventions that combine irrigation efficiency, low-carbon pumping, improved nutrient management, methane mitigation, scarcity-informed sourcing, and responsibility-sharing mechanisms across staple supply chains. Copyright © 2026. Published by Elsevier B.V."
SCOPUS:2-s2.0-85057300469,2019,English,Article,Cost-effective opportunities for climate change mitigation in Indian agriculture,Agriculture; Climate change; Greenhouse gas; India; Marginal Abatement Cost Curve; Mitigation,India; Climate change; Cost effectiveness; Cultivation; Emission control; Food supply; Gas emissions; Surveys; Water management; carbon dioxide; nitrogen; Climate change mitigation; Cost effective opportunity; Food security; Greenhouse gas emissions; Greenhouses gas; India; Long-term changes; Marginal abatement cost curves; Mitigation; Mitigation options; abatement cost; agricultural production; carbon emission; climate change; emission control; greenhouse gas; mitigation; agriculture; animal husbandry; Article; carbon footprint; climate change; controlled study; cost control; cost effectiveness analysis; crop production; ecosystem restoration; environmental policy; food security; Gossypium; human; India; land use; livestock; no tillage; nonhuman; priority journal; rice; risk evaluation and mitigation strategy; soil management; spatial analysis; sugarcane; water management; wheat; Greenhouse gases,"Long-term changes in average temperatures, precipitation, and climate variability threaten agricultural production, food security, and the livelihoods of farming communities globally. Whilst adaptation to climate change is necessary to ensure food security and protect livelihoods of poor farmers, mitigation of greenhouse gas (GHG) emissions can lessen the extent of climate change and future needs for adaptation. Many agricultural practices can potentially mitigate GHG emissions without compromising food production. India is the third largest GHG emitter in the world where agriculture is responsible for 18% of total national emissions. India has identified agriculture as one of the priority sectors for GHG emission reduction in its Nationally Determined Contributions (NDCs). Identification of emission hotspots and cost-effective mitigation options in agriculture can inform the prioritisation of efforts to reduce emissions without compromising food and nutrition security. We adopted a bottom-up approach to analyse GHG emissions using large datasets of India's ‘cost of cultivation survey’ and the ‘19th livestock census’ together with soil, climate and management data for each location. Mitigation measures and associated costs and benefits of adoption, derived from a variety of sources including the literature, stakeholder meetings and expert opinion, were presented in the form of Marginal Abatement Cost Curves (MACC). We estimated that by 2030, business-as-usual GHG emissions from the agricultural sector in India would be 515 Megatonne CO2 equivalent (MtCO2e) per year with a technical mitigation potential of 85.5 MtCO2e per year through adoption of various mitigation practices. About 80% of the technical mitigation potential could be achieved by adopting only cost-saving measures. Three mitigation options, i.e. efficient use of fertilizer, zero-tillage and rice-water management, could deliver more than 50% of the total technical abatement potential. © 2018 The Authors"
SCOPUS:2-s2.0-85111393544,2021,English,Article,India rice export and virtual water trade,Economic gain; Export; Rice; Virtual water trade; Water footprint,,"The present study aimed to assess water footprint in the production and export of rice in India. From recent few years, the water footprint conception in full swing to inward detection around the world. The amplified attention in the water footprint has impelled the trade of commodities between countries. Water footprint in the rice field is a sign of water use that exhibits direct and indirect water usage in the rice field. Rice is an important food crop in India. It accesses the flows of water virtually between countries/regions of the world to illustrate the dependency of countries/regions on water resources with other countries/regions under diverse feasible futures. Hence, it is gaining consequence to calculate the water foot print in production as well as export of rice. The Indian rice production and export of rice was calculated by using international trade and domestic production data. The study results indicated that the global footprint of rice production was 235774 Mm3 per ton which was 53 % of green water footprint, 41 % of blue water footprint and 6 % of grey water footprint for 2018-19. The virtual water flowed in trade was 24354 Mm3/year and the percolation was 16924 Mm3/year since rice is a more water consuming crop. The share of basmati and non-basmati trade accounted was 16 % and 42 %, respectively. Virtual water trade in rice can be minimized by exporting less water demand and high-value crops, proper water harvesting structures and other agronomic practices. © 2021, Applied and Natural Science Foundation. All rights reserved."
SCOPUS:2-s2.0-85070399918,2019,English,Article,Comprehensive environmental assessment of potato as staple food policy in China,Chemical fertilizer inputs; Irrigation-water use; Nutrient reference values; Substitution ratio; Total GHG emission,"Agriculture; China; Crops, Agricultural; Fertilizers; Food Supply; Greenhouse Gases; Nitrogen; Nitrous Oxide; Nutrition Policy; Oryza; Solanum tuberosum; Triticum; Water; China; North China Plain; Solanum tuberosum; Triticum aestivum; nitrogen; nitrogen fertilizer; phosphorus pentoxide; fertilizer; nitrous oxide; water; carbon emission; environmental assessment; fertilizer; food policy; greenhouse gas; irrigation; nutrient; potato; water use; Article; carbon footprint; China; controlled study; flour; food composition; food intake; irrigation (agriculture); nutrient supply; nutrition policy; plant water use; potato; reference value; rice; rural area; urban area; wheat; agriculture; catering service; chemistry; crop; greenhouse gas; Oryza; procedures","The Chinese government projected 30% of total consumed potatoes as a staple food (PSF) by 2020. We comprehensively assessed the potential impacts of PSF on rice and flour consumption, rice and wheat planting, energy and nutrient supply, irrigation-water, chemical nitrogen (N), phosphorus pentoxide (P2 O5) and potassium oxide (K2 O) fertilizer inputs and total greenhouse gases (GHG) emission for potatoes, rice and wheat, by assuming different proportions of potato substitutes for rice and flour. The results showed that per capita, 2.9 ± 0.3 and 4.7 ± 0.5 kg more potatoes per year would enter the Chinese staple-food diet, under the government’s target. PSF consumed are expected to reach 5.2 ± 0.7 Tg yr−1, equivalent to substituting potatoes for 4.2 ± 0.8–8.5 ± 0.8 Tg yr−1 wheat and 5.1 ± 0.9–10.1 ± 1.8 Tg yr−1 rice under different scenarios. While this substitution can increase the nutrient supply index by 63% towards nutrient reference values, it may induce no significant effect on staple-food energy supply with lower chemical fertilizer (except for K2 O) and irrigation-water inputs and GHG emissions in different substitution scenarios than the business as usual scenario. The reduction in rice and wheat demands lead to wheat in the North China Plain and early rice decrease by 6.1–11.4% and 12.1–24.1%, respectively. The total GHG reduction is equal to 1.1–9.0% of CO2 equivalent associated with CH4 and N2 O emitted from the Chinese agroecosystem in 2005. The saved irrigation water for three crops compared to 2012 reaches the total water use of 17.9 ± 4.9–21.8 ± 5.9 million people in 2015. More N fertilizer, irrigation-water, and GHG can be reduced, if the PSF ratio is increased to 50% together with potato yield improves to the optimal level. Our results implied that the PSF policy is worth doing not only because of the healthier diets, but also to mitigate resource inputs and GHG emissions and it also supports agricultural structure adjustments in the areas of irrigated wheat on the North China Plain and early rice across China, designed to increase the adaptability to climate change. © 2019 by the authors. Licensee MDPI, Basel, Switzerland."
SCOPUS:2-s2.0-85211245797,2024,English,Article,Effect of Rice Husk Ash on the Properties and Performance of Geopolymer Concrete,-Geopolymer Concrete; Compressive Strength; Rice Husk Ash; Setting Value; Split Tensile Test,,"This study examines the influence of Rice Husk Ash (RHA) as an additional substance in geopolymer concrete (GPC), specifically analyzing its impact on workability, setting times, compressive strength, and splitting tensile strength. The experimental findings demonstrate that an increase in RHA concentration results in a decrease in workability and a speeding up of setting times while yielding significant enhancements in both compressive and tensile strengths. More precisely, the compressive strength experiences an increase from 16 MPa to 35 MPa, while the splitting tensile strength rises from 1.3 MPa to 2.6 MPa as the amount of RHA increases. The changes are caused by the large surface area and water absorption qualities of RHA, which affect the consistency and curing characteristics of the mixture. Although there have been significant improvements in the mechanical qualities, the reduced workability and shorter setting periods pose issues that require more investigation. The study highlights the potential of RHA as an environmentally friendly addition, providing a sustainable option to traditional materials and aiding in reducing building waste. Suggestions for future research encompass enhancing the RHA composition to achieve a harmonious blend of mechanical performance and workability, examining the long-term durability and environmental resistance, establishing standardized production procedures, exploring other industrial by-products, and conducting thorough assessments of the life cycle and economic aspects. By focusing on these specific areas, the development of RHA-enhanced GPC will be promoted, facilitating its incorporation into sustainable building methods and improving its overall effectiveness and environmental footprint. © 2024 Seventh Sense Research Group®."
SCOPUS:2-s2.0-85103789068,2021,English,Article,"Yucca schidigera extract dietary supplementation affects growth performance, hematological and physiological status of european seabass",Dicentrarchus labrax; Growth performance; Hematological; Immunological status; Water quality; Yucca schidigera extract,alpha globulin; ammonia; beta globulin; calcium phosphate dibasic; corn gluten; globulin; gluten; hemoglobin; herring oil; hydrocortisone; immunoglobulin; lysozyme; nitrogen; plant extract; protein; soybean oil; unclassified drug; vitamin; wheat middling; yucca schidigera extract; Article; chemical composition; diet supplementation; economic evaluation; enzyme activity; erythrocyte; European sea bass; fingerling; fish meal; food intake; growth; health status; hematocrit; hematological parameters; immune status; innate immunity; leukocyte count; leukocyte differential count; neutrophil count; nonhuman; rice bran; soybean meal; water quality; yucca; Yucca schidigera,"The study herein evaluated the effects of dietary supplementation with different yucca (Yucca schidigera) extract levels on rearing water quality, growth performance, protein utilization, hematological and immunological status, and economic benefits of cultured European seabass (dicentrarchus labrax) juveniles. yucca extract (ye) was incorporated in an experimental diet at levels of 0, 0.25, 0.50, and 1 g ye kg−1, and offered to fish reared in 70-L glass aquaria (15 fish per aquarium; three replicates each). Dietary YE supplementation significantly (P<0.05) decreased ammonia-nitrogen levels in water. compared with the control, groups fed 0.50 and 1 g ye kg−1 diets showed improved growth performance (by 26.02% and 36.98%, respectively) and protein efficiency ratio (by 31.39% and 37.29%, respectively). In addition, hematological parameters (red blood cells, hemoglobin, hematocrit, white blood cells and neutrophil) and innate immune parameters (globulin fractions and lysozyme activity) improved with increasing dietary ye levels. growth, hematological, and immunological parameters increased with a polynomial second-order regression models, with curves peak close to 1 g ye kg−1 diet. The cortisol level decreased significantly (P<0.05) with increasing dietary YE levels. The groups fed the 0.50 and 1 g YE kg−1 diets generated significantly (P<0.05) higher revenue than groups fed the 0.25 g YE kg−1 and the control diets. the using of ye is recommended as a dietary feed additive at a level of 1 g kg−1 for reducing the environmental footprint of fish protein production, accelerating growth, and improving health status of cultured seabass in a short-term feeding period. © 2021 Sciendo. All rights reserved."
SCOPUS:2-s2.0-85175533540,2023,Portuguese,Article,"The virtual water in grain production in Ceará State, Brazil [A água virtual na produção de grãos no Estado do Ceará, Brasil]",Environmental valuation; Management of water resources; Water footprint,,"Water scarcity brings up the need to calculate water consumption in the production of rice, beans and corn in the state of Ceará. The objective of this paper was to analyze the virtual water of rice, beans and maize production in the state of Ceará during the period from 2007 to 2016. The methodology proposed by Hoekstra et al. (2011) which considers for the calculation the superficial or subterranean water, the water coming from the precipitation that is stored in the soil and the water used to dilute the pollutants in the production. Once the result was exposed, it was noticed that the largest blue water footprint came from the production of maize, the largest green water footprint came from bean production, since it is a crop with little water demand and the largest footprint in the production of maize. © 2023 University Center of Maringa. All rights reserved."
SCOPUS:2-s2.0-85123013956,2022,English,Article,Mitigating greenhouse gas emissions from irrigated rice cultivation through improved fertilizer and water management,Alternate wetting and drying; Emission factor; Integrated plant nutrient system; Methane; Nitrous oxide; Urea deep placement,Agriculture; Fertilizers; Greenhouse Gases; Methane; Nitrous Oxide; Oryza; Soil; Water; Water Supply; carbon; fertilizer; methane; nitrogen; nitrous oxide; urea; fertilizer; methane; nitrous oxide; water; agriculture; climate change; cultivation; fertilizer; global warming; greenhouse gas; irrigation system; manure; mitigation; water management; Article; carbon footprint; controlled study; crop management; dry season; field experiment; flooding; greenhouse effect; greenhouse gas; irrigation (agriculture); nonhuman; plant nutrient; plant yield; poultry manure; rice; water management; agriculture; greenhouse gas; Oryza; soil; water supply,"Greenhouse gas (GHG) emissions from agriculture sector play an important role for global warming and climate change. Thus, it is necessary to find out GHG emissions mitigation strategies from rice cultivation. The efficient management of nitrogen fertilizer using urea deep placement (UDP) and the use of the water-saving alternate wetting and drying (AWD) irrigation could mitigate greenhouse gas (GHG) emissions and reduce environmental pollution. However, there is a dearth of studies on the impacts of UDP and the integrated plant nutrient system (IPNS) which combines poultry manure and prilled urea (PU) with different irrigation regimes on GHG emissions, nitrogen use efficiency (NUE) and rice yields. We conducted field experiments during the dry seasons of 2018, 2019, and 2020 to compare the effects of four fertilizer treatments including control (no N), PU, UDP, and IPNS in combination with two irrigation systems— (AWD and continuous flooding, CF) on GHG emissions, NUE and rice yield. Fertilizer treatments had significant (p < 0.05) interaction effects with irrigation regimes on methane (CH4) and nitrous oxide (N2O) emissions. PU reduced CH4 and N2O emissions by 6% and 20% compared to IPNS treatment, respectively under AWD irrigation, but produced similar emissions under CF irrigation. Similarly, UDP reduced cumulative CH4 emissions by 9% and 15% under AWD irrigation, and 9% and 11% under CF condition compared to PU and IPNS treatments, respectively. Across the year and fertilizer treatments, AWD irrigation significantly (p < 0.05) reduced cumulative CH4 emissions and GHG intensity by 28%, and 26%, respectively without significant yield loss compared to CF condition. Although AWD irrigation increased cumulative N2O emissions by 73%, it reduced the total global warming potential by 27% compared to CF irrigation. The CH4 emission factor for AWD was lower (1.67 kg ha−1 day−1) compared to CF (2.33 kg ha−1 day−1). Across the irrigation regimes, UDP increased rice yield by 21% and N recovery efficiency by 58% compared to PU. These results suggest that both UDP and AWD irrigation might be considered as a carbon-friendly technology. © 2022 The Authors"
SCOPUS:2-s2.0-85081993376,2020,English,Article,Methane emissions in triple rice cropping: Patterns and a method for reduction,Flooding; Greenhouse gases; Mekong delta; Methane reduction; Methanogenesis inhibition; Rice straw,Agriculture; Carbon; Methane; Oryza; Soil; carbon; methane; soil organic matter; surface water; dissolved oxygen; water; Article; crop production; decomposition; flooding; methanogenesis; nonhuman; photosynthate; plant growth; river; Viet Nam; agriculture; Oryza; soil; bioaccumulation; carbon footprint; cropping system; greenhouse gas; irrigation (agriculture); methane emission; reduction (chemistry); rice,"The Mekong Delta paddies are known as hotspots of methane emission, but these emissions are not well studied. We analyzed methane emission patterns based on monitoring data from typical triple rice cropping paddies collected over 5 years. We found that the total emissions in a crop season doubled in the second crop, tripled in the third crop, and reset after the annual natural flood of the Mekong River. The emission peaks occurred around 0 to 3 weeks after starting irrigation, then gradually decreased. This suggests that methane was generated by the soil organic matter, because the small rice plants provide little carbon for methanogenesis. In general, the main source of emitted methane is rice-derived carbon by current-season photosynthates and the emission peaks at the rice heading stage. However, the contribution of the rice-derived carbon is negligible in the hotspot paddies while total emission is high. The increase in emission levels from the first to the third crop can be explained by the accumulation of rice residue from the preceding crops, especially rice straw incorporated into the soil. The reset of emission levels after annual flood means that the rice straw is decomposed without methanogenesis in water with dissolved oxygen. Thus, the annual emission pattern shows that decomposing rice straw in paddy surface-water is an effective method to reduce methane emissions. © 2020 Oda M and Nguyen HC."
SCOPUS:2-s2.0-85116299428,2022,English,Article,Assessment of physical quantity and value of natural capital in China since the 21st century based on a modified ecological footprint model,China; Ecological footprint; National hectares; Natural capital; Physical quantity; Value quantity,"China; Conservation of Natural Resources; Ecology; Ecosystem; Humans; Models, Theoretical; Beijing [China]; China; Jilin; Qinghai; Shanghai; Tianjin; Xizang; Sustainable development; ammonia; ammonia nitrogen; nitrate; nitrogen; organic matter; sulfate; unclassified drug; China; Ecological carrying capacity; Ecological deficit; Ecological footprint; Footprint modeling; National hectare; Natural capital; Per capita; Physical quantities; Value quantity; ecological footprint; environmental assessment; environmental issue; environmental monitoring; freshwater ecosystem; heterogeneity; twenty first century; absorption; adsorption kinetics; afforestation; air pollution; Article; barley; bean; bioaccumulation; Cannabis sativa; carbon footprint; carbon sequestration; cereal; chemical oxygen demand; China; civilization; controlled study; desertification; ecological footprint; electricity; fiber crop; flax; fossil energy; freshwater environment; Gossypium; gross national product; industrialization; jute; linseed; maize; millet; mung bean; nonhuman; peanut; plant tuber; potato; productivity; ramie; rapeseed; rice; sesame; soil pollution; sorghum; soybean; spatial analysis; sunflower; tobacco; urbanization; water pollution; water supply; wheat; ecology; ecosystem; environmental protection; human; theoretical model; Spatial distribution","Natural capital accounting is an essential prerequisite for the harmonious development of human beings and nature and benign interactions between economy and environment. Although the ecological footprint has significantly contributed to sustainability evaluation for many years, the traditional ecological footprint model is limited by lack of value accounting, incomplete account content, neglect of multi-functions of land, and geographical spatial heterogeneity. These limitations reduce the universality of this model. To improve the value accounting of the ecological footprint model, this study takes national hectares (nha) as the measurement unit and includes the freshwater and pollution footprints. The dynamic changes of natural capital from 2000 to 2018 were calculated and analyzed in 31 Chinese provinces. The main findings are summarized here. China's physical quantity of ecological footprint, ecological carrying capacity, and ecological deficit in 2018 was 4.03, 0.79, and −3.24 billion nha, respectively. The energy account contributed most of the physical quantity in the ecological footprint (72.12% of the total). From 2000 to 2018, the physical quantities of the per capita ecological footprint and the per capita ecological deficit increased at 5.49% and 10.08% per annum, respectively, while the physical quantity of the per capita ecological carrying capacity decreased by 0.55% per annum. The physical quantities of the per capita ecological footprint and per capita ecological deficit were spatially distributed, reducing in the order of East > Central > West. The spatial distribution of the physical quantity of the per capita ecological carrying capacity showed the opposite trend. By 2018, China's ecological footprint, ecological carrying capacity, and ecological deficit were valued at 18.09, 12.44 and CNY −5.65 trillion, respectively. Over the 2000–2018 period, the per capita ecological footprint and ecological carrying capacity increased by 495 and CNY 370 per annum, respectively, while the per capita ecological deficit expanded at CNY −125 per annum. The biological account contributed approximately 59.53% of the value quantity of the ecological footprint. Since the twenty-first century, the cumulative effect of excessive consumption has placed increasing pressure on China's ecosystems. On mainland China, only Tibet showed an ecological surplus in 2018. The ecological pressure index decreased in the order of East > Central > West. As Western China has developed extensively and its ecological deficit is rapidly expanding, this region deserves special attention. The most ecologically challenging regions in China are Shanghai, Tianjin, and Beijing. In contrast, Jilin, Qinghai, and Tibet impose low ecological pressure in China. These findings contribute to the standardization and localization of the ecological footprint model in China and provide a reference for regional resource management and ecological construction. © 2021 The Authors"
SCOPUS:2-s2.0-84880870356,2013,English,Article,Solubility and leaching risks of organic carbon in paddy soils as affected by irrigation managements,,"Agricultural Irrigation; Carbon; Oryza sativa; Soil; Solubility; Water; organic carbon; soil water; carbon; soil; water; carbon; article; atmosphere; bioavailability; carbon footprint; decomposition; flooding; irrigation (agriculture); leaching; soil; soil fertility; solubility; surface soil; chemistry; growth, development and aging; rice; soil; solubility; chemistry","Influence of nonflooding controlled irrigation (NFI) on solubility and leaching risk of soil organic carbon (SOC) were investigated. Compared with flooding irrigation (FI) paddies, soil water extractable organic carbon (WEOC) and dissolved organic carbon (DOC) in NFI paddies increased in surface soil but decreased in deep soil. The DOC leaching loss in NFI field was 63.3 kg C ha -1, reduced by 46.4% than in the FI fields. It indicated that multi-wet-dry cycles in NFI paddies enhanced the decomposition of SOC in surface soils, and less carbon moved downward to deep soils due to less percolation. That also led to lower SOC in surface soils in NFI paddies than in FI paddies, which implied that more carbon was released into the atmosphere from the surface soil in NFI paddies. Change of solubility of SOC in NFI paddies might lead to potential change in soil fertility and sustainability, greenhouse gas emission, and bioavailability of trace metals or organic pollutants. © 2013 Junzeng Xu et al."
SCOPUS:2-s2.0-85075054639,2019,English,Article,An assessment of irrigated rice production energy efficiency and environmental footprint with in-field and off-field rice straw management practices,,"Agricultural Irrigation; Agriculture; Biomass; Carbon Footprint; Conservation of Energy Resources; Conservation of Water Resources; Energy Metabolism; Environment; Greenhouse Gases; Methane; Nitrous Oxide; Oryza; Seasons; Soil; methane; nitrous oxide; agriculture; biomass; carbon footprint; chemistry; energy conservation; energy metabolism; environment; greenhouse gas; growth, development and aging; irrigation (agriculture); metabolism; Oryza; procedures; season; soil; water conservation","The research provided scientific evidences for improved rice straw management. Rice cultivation with in-field burning of rice straw is the worst option with the lowest energy efficiency and highest air pollution emission. This article comprises a comparative assessment of energy efficiency and the environmental footprint of rice production using four different rice straw management scenarios, namely, straw retained, straw burned, partial straw removal, and complete straw removal. Paddy yield, grain quality, and energy balance were assessed for two seasons while greenhouse gas emissions (GHGE) were measured weekly starting from land preparation through to the cropping and fallow period. Despite the added energy requirements in straw collection and transport, the use of collected rice straw for mushroom production can increase the net energy obtained from rice production systems by 10–15% compared to burning straw in the field. Partial and complete removal of rice straw reduces GHGE by 30% and 40% compared to complete straw retention, respectively. © 2019, The Author(s)."
SCOPUS:2-s2.0-85046758409,2018,English,Article,Greenhouse gas emissions and management practices that affect emissions in US rice systems,,Agriculture; Arkansas; California; Greenhouse Effect; Greenhouse Gases; Methane; Mississippi; Oryza; Texas; Crops; Gas emissions; Sulfur compounds; methane; nitrogen oxide; nitrous oxide; organic matter; sulfate; Confidence interval; Cultivar selection; Management practices; Mechanized systems; Production practice; Rice (Oryza sativa L.); Stand establishment; WETTING AND DRYING; Article; carbon footprint; controlled study; crop; cultivar; decomposition; grain yield; harvest; nonhuman; rice; soil texture; United States; water management; agriculture; analysis; Arkansas; California; greenhouse effect; greenhouse gas; Mississippi; Oryza; Texas; Greenhouse gases,"Previous reviews have quantified factors affecting greenhouse gas (GHG) emissions from Asian rice (Oryza sativa L.) systems, but not from rice systems typical for the United States, which often vary considerably particularly in practices (i.e., water and carbon management) that affect emissions. Using meta-analytic and regression approaches, existing data from the United States were examined to quantify GHG emissions and major practices affecting emissions. Due to different production practices, major rice production regions were defined as the mid-South (Arkansas, Texas, Louisiana, Mississippi, and Missouri) and California, with emissions being evaluated separately. Average growing season CH4 emissions for the mid-South and California were 194 (95% confidence interval [CI] = 129-260) and 218 kg CH4 ha-1 season-1 (95% CI = 153-284), respectively. Growing season N2O emissions were similar between regions (0.14 kg N2O ha-1 season-1). Ratoon cropping (allowing an additional harvestable crop to grow from stubble after the initial harvest), common along the Gulf Coast of the mid-South, had average CH4 emissions of 540 kg CH4 ha-1 season-1 (95% CI = 465-614). Water and residue management practices such as alternate wetting and drying, and stand establishment method (water vs. dry seeding), and the amount of residue from the previous crop had the largest effect on growing season CH4 emissions. However, soil texture, sulfate additions, and cultivar selection also affected growing season CH4 emissions. This analysis can be used for the development of tools to estimate and mitigate GHG emissions from US rice systems and other similarly mechanized systems in temperate regions. © American Society of Agronomy, Crop Science Society of America, and Soil Science Society of America."
SCOPUS:2-s2.0-85196212812,2024,English,Article,"Blue and green water footprint assessment of rice crop in high altitude temperate zone of Kashmir, India",blue water footprint; Crop water usage; Effective rainfall; Evapotranspiration; Green water footprint; Rice cultivation,,"The water footprint (WF) for rice has been calculated from 2010 to 2022 for three different districts viz Anantnag, Budgam and Baramulla representing three different climatic regions of Kashmir valley. CROPWAT 8.0 model was used to calculate effective rainfall, reference evapotranspiration (ETo), crop evapotranspiration (ETc), and thereby the green and blue water footprint of rice was determined. ET0 was 117-133 mm in Budgam district, 100-112 mm in Baramulla district and 143-155 mm in Anantnag district. ETc in Budgam was found in the range of 136-149 m3ha-1, in Baramulla district it was found in the range of 115-140 m3ha-1 and in Anantnag district it was highest of the three districts ranging from 163-178 m3ha-1. The results showed that the WF was the highest (3444 l kg-1) in Baramulla district followed by 2300 l kg-1 in Anantnag and 2003 l kg-1 in Budgam districts. The share of green and blue components of WF (WFgreen and WFblue) also varied with the locations and in years. WFgreen and WFblue contributed more or less equally in Baramulla district, 68% and 32% respectively in Budgam district and 60% and 40 % in Anantnag districts respectively. © Author (s)."
SCOPUS:2-s2.0-84983120936,2015,English,Article,"Spatio-Temporal Patterns of Open Surface Water in the Central Valley of California 2000-2011: Drought, Land Cover, and Waterbirds",Central Valley; Drought; Land cover; Remote sensing; Trend; Water; Waterbirds,California; Central Valley [California]; United States; Agriculture; Drought; Ecosystems; Land use; Landforms; Remote sensing; Satellite imagery; Tracking (position); Water; Water management; Water resources; Water supply systems; Central Valley; Habitat availability; Land cover; Spatio-temporal variation; Spatiotemporal patterns; Trend; Water distributions; Waterbirds; agricultural land; drought stress; habitat structure; land cover; Landsat; resource management; satellite imagery; spatiotemporal analysis; surface water; water footprint; water resource; waterfowl; Surface waters,"We used Landsat satellite imagery to (1) quantify the distribution of open surface water across the Central Valley of California 2000-2011, (2) summarize spatio-temporal variation in open surface water during this time series, and (3) assess factors influencing open surface water, including drought and land cover type. We also applied the imagery to identify available habitat for waterbirds in agriculture. Our analyses indicated that between 2000 and 2011 open surface water has declined across the Central Valley during the months of July-October. On average, drought had a significant negative effect on open surface water in July, September, and October, though the magnitude and timing of the effect varied spatially. The negative impact of a drought year on open water was experienced immediately in the southern Central Valley; however, there was a one year time-lag effect in the northern Central Valley. The highest proportion of open surface water was on agricultural lands followed by lakes, rivers, and streams, yet the relative proportions varied spatially and across months. Our data were consistent with previous descriptions of waterbird habitat availability in post-harvest rice in the northern Central Valley. Tracking water distribution using satellites enables empirically based assessments of the impacts of changing water policy, land-use, drought, climate, and management on water resources. © 2015 American Water Resources Association."
