UT,PY,DI,TI,DE,ID
WOS:001210066000001,2024,10.3390/agriculture14040585,Can the Integration of Water and Fertilizer Promote the Sustainable Development of Rice Production in China?,energy use efficiency; carbon footprint; greenhouse gas; economic benefits,GREENHOUSE-GAS EMISSIONS; INPUT-OUTPUT-ANALYSIS; ENERGY USE; PADDY FIELD; NITROGEN; FERTIGATION; AGRICULTURE; PROVINCE; REGIONS; SYSTEMS
WOS:001658468100001,2026,10.3390/w18010122,Virtual Water and Agricultural Sustainability: Unraveling the Trade-Water Nexus in Ecuador's Crop Sector Through Empirical Modeling,Ecuador; virtual water trade; water footprint; food security; Logarithmic Mean Divisia Index (LMDI),
WOS:001365600800001,2024,10.3390/land13111756,Identifying the Complexity of the Food-Energy-Water Nexus Based on Emergy Analysis in Crop Production Systems of China,food-energy-water; crop production system; spatiotemporal changes; emergy analysis; China,TRADE-OFFS; SUSTAINABILITY; FOOTPRINT; SECURITY; LAND; CONSTRAINTS; MANAGEMENT; SERVICES; SUPPORT; POLICY
WOS:001788155500001,2026,10.1016/j.agwat.2026.110502,Improving net carbon balance and irrigation water productivity of subtropical organic double-rice cropping through a near-saturation water-saving management,Organic rice farming; Near-saturation; Water-saving; CH4 mitigation; Net carbon balance; Irrigation water productivity,NITROUS-OXIDE EMISSIONS; N2O EMISSIONS; STRAW INCORPORATION; METHANE EMISSION; USE EFFICIENCY; PADDY FIELDS; SOIL; SYSTEMS; YIELD; CH4
WOS:001148907900001,2024,10.3390/agronomy14010166,Assessment of Blue Water Migration and Efficiency in Water-Saving Irrigation Paddy Rice Fields Using the Water Flow Tracking Method,agricultural water management; irrigation and drainage patterns; water balance; field observation; fuzzy comprehensive evaluation,CROP PRODUCTION; FOOTPRINT REDUCTION; MANAGEMENT; SCARCITY; IMPACTS; YIELD; WHEAT
WOS:001390953200004,2024,10.36956/rwae.v5i4.1120,Water and Future Markets in Pakistan: A Dynamic CGE-Water Framework,Water; Welfare; Agriculture; Industry; Trade; Climate change,CLIMATE-CHANGE; AGRICULTURE; ADAPTATION; FOOTPRINT; SCARCITY; IMPACTS
WOS:001027591900001,2023,10.3389/fsufs.2023.1173916,"Effect of different rice planting methods on the water, energy and carbon footprints of subsequent wheat",direct-seeded rice; wheat; footprint; energy; production efficiency; net ecosystem economic benefits,GREENHOUSE-GAS EMISSIONS; CROP MANAGEMENT-PRACTICES; USE EFFICIENCY; OPTIMIZATION APPROACH; SENSITIVITY-ANALYSIS; ECONOMICAL ANALYSIS; PRODUCTION SYSTEMS; TILLAGE PRACTICES; USE PATTERN; CULTIVATION
WOS:001133864900001,2023,10.1016/j.nexus.2023.100205,Land suitability class and implications to Land-Water-Food Nexus: A case of rice cultivation in Thailand,Nexus; Rice; Land suitability; Water scarcity footprint; Geographic information system (GIS),ENERGY-FOOD; AGRICULTURAL LAND; CONSUMPTION; CROPS; FLOWS
WOS:001276798400042,2024,10.1038/s41598-024-66696-5,"Designing a productive, profitable integrated farming system model with low water footprints for small and marginal farmers of Telangana",Small and marginal farmers; Integrated farming system; Telangana; Sustainable yield index; Water footprint,LIVELIHOOD; SECURITY
WOS:001064941300001,2023,10.1016/j.agwat.2023.108485,Resilience assessment of blue and green water resources for staple crop production in China,Water footprint; Social-ecological system; Resistance; Absorptive capacity; Adaptive capacity; Transformative capacity,SUSTAINABLE DEVELOPMENT; CLIMATE-CHANGE; SYSTEM; TRANSFORMATION; PRINCIPLES; MANAGEMENT; FOOTPRINTS; FRAMEWORK; LAND
WOS:000416616100015,2018,10.1016/j.agee.2017.10.006,Can productivity and profitability be enhanced in intensively managed cereal systems while reducing the environmental footprint of production? Assessing sustainable intensification options in the breadbasket of India,Sustainable intensification; Zero-tillage; Global warming potential; Terminal heat stress; Direct-seeded rice; Sustainability,RICE-WHEAT ROTATION; DIRECT-SEEDED RICE; AEROBIC MONOCROPPING RESPONSES; CROP ESTABLISHMENT METHODS; CONSERVATION AGRICULTURE; GANGETIC PLAINS; SOUTH-ASIA; PHYSICAL-PROPERTIES; WEED MANAGEMENT; HAPPY SEEDER
WOS:001149690700001,2024,10.1016/j.ejrh.2023.101641,Blue-green water migration and utilization efficiency under various irrigation-drainage measures applied to a paddy field,Agro-hydrology; Blue-green water; Water use efficiency; Irrigation-drainage measure; Paddy rice,FOOTPRINT; PRODUCTIVITY; CLIMATE; MAIZE
WOS:001132078200001,2023,10.1016/j.spc.2023.11.020,Balancing water use and nutrition for crop production in a highly dense population - Bangladesh,Crop water consumption; Carrying capacities of freshwater; Nutrient density score; Sustainable crop production and consumption,ENVIRONMENTAL IMPACTS; CLIMATE-CHANGE; CONSUMPTION; FOOTPRINT; BIODIVERSITY
WOS:000826826300002,2022,10.1016/j.watres.2022.118803,Inputs for staple crop production in China drive burden shifting of water and carbon footprints transgressing part of provincial planetary boundaries,Crop production; Agricultural inputs; Water footprint; Carbon footprint; Planetary boundary; China,GREENHOUSE-GAS EMISSIONS; USE EFFICIENCY; CLIMATE-CHANGE; WHEAT; BLUE; CONSUMPTION; TRANSFERS; IMPACT
WOS:000869916900001,2023,10.1002/sd.2427,Developing a new water-energy-food-greenhouse gases nexus tool for sustainable agricultural landscape management,crop pattern; economic productivity; energy; food nexus; greenhouse gas; index development; optimization; sustainable development; water,CARBON FOOTPRINT; CROP PRODUCTION; EMISSIONS; SYSTEMS; INPUTS
WOS:000829575800001,2022,10.1088/1748-9326/ac80cf,Climate change impacts on water sustainability of South African crop production,water sustainability; water debt indicator; South African crop production; water resources; food security; water footprint; climate change,FOOTPRINT ASSESSMENT; YIELD; DROUGHT; SORGHUM
WOS:000780533100001,2022,10.3390/ijerph19074119,"Savings and Losses of Scarce Virtual Water in the International Trade of Wheat, Maize, and Rice",international cereal trade; virtual water trade; water scarcity; water savings and losses; virtual scarce water,FOOD-CONSUMPTION; FOOTPRINT; RESOURCES; POLLUTION; IMPACTS; FLOWS
WOS:000895695000006,2021,10.1016/j.crsust.2021.100070,"Synergies and tradeoffs among yield, resource use efficiency, and environmental footprint indicators in rice systems",Rice; Sustainability; Carbon footprint; Nitrogen use efficiency; Environmental impact; Tradeoffs,GREENHOUSE-GAS EMISSIONS; SUSTAINABLE INTENSIFICATION; MANAGEMENT-PRACTICES; NITROGEN-FIXATION; IMPACT ASSESSMENT; FARMING SYSTEMS; WHITE CLOVER; ENERGY; SOILS; WATER
WOS:000435188000032,2018,10.3390/su10040928,Carbon Footprint and Driving Forces of Saline Agriculture in Coastally Reclaimed Areas of Eastern China: A Survey of Four Staple Crops,saline agriculture; coastally reclaimed area; staple crops; life cycle assessment; carbon footprint; Greenhouse Gas Emissions,GREENHOUSE-GAS EMISSIONS; ENERGY USE; CYCLE; SYSTEMS; FEEDS
WOS:000642482900001,2021,10.1016/j.advwatres.2021.103892,The Land-Water-Food-Environment nexus in the context of China's soybean import,Land-water-food-environment nexus; Nitrogen application; Soybean trade; Virtual water; Virtual land,ALTERNATIVE CROPPING SYSTEMS; VIRTUAL WATER; INTERNATIONAL-TRADE; DRIVING FACTORS; FOOTPRINT; ENERGY; CONSUMPTION; TRANSFERS; SECURITY; LOSSES
WOS:000747756400001,2022,10.3390/agronomy12010226,Planting Period Effects on Wheat Productivity and Water Footprints: Insights through Adaptive Trials and APSIM Simulations,adaptive trials; APSIM modelling; blue water; sowing time; water productivity,PHOSPHOGYPSUM-ENRICHED UREA; SUMMER FORAGE CROPS; TRITICUM-AESTIVUM; USE EFFICIENCY; CLIMATE-CHANGE; IRRIGATION REGIMES; SOIL QUALITY; YIELD; RICE; FERTILIZATION
WOS:000808595200001,2022,10.3390/su14116682,An Analysis of Water Use Efficiency of Staple Grain Productions in China: Based on the Crop Water Footprints at Provincial Level,water footprint of grain production; green water footprint; blue water footprint; agricultural water productivity; water use efficiency; North-to-South Grain Transportation; sustainable water use,WINTER-WHEAT; GREEN; BLUE; PERSPECTIVE; MANAGEMENT; RESOURCES
WOS:000861665900001,2022,10.3389/frwa.2022.941722,"The water-energy nexus in irrigated agriculture in South Asia: Critical hotspots of irrigation water use, related energy application, and greenhouse gas emissions for wheat, rice, sugarcane, and cotton in Pakistan",food-energy-water systems; energy footprint; carbon footprint; irrigation; Pakistan,REDUCING CARBON EMISSIONS; MANAGEMENT; FOOD
WOS:000443176100002,2018,10.1126/sciadv.aao1108,Alternative cereals can improve water use and nutrient supply in India,,FOOD-PRODUCTION; CLIMATE-CHANGE; FOOTPRINT; CROPS; AGRICULTURE; GREEN
WOS:000839131900001,2022,10.3390/ijerph19159527,Changes in the Water-Energy Coupling Relationship in Grain Production: A Case Study of the North China Plain,water-energy relation; grain production; coupling index; FEW nexus; staple food,LIFE-CYCLE ASSESSMENT; WHEAT PRODUCTION; FOOD NEXUS; MODEL; IRRIGATION; YIELD; MANAGEMENT; FOOTPRINT; PATTERNS; IMPACTS
WOS:000410376100001,2017,10.1088/1748-9326/aa5556,"An urban systems framework to assess the trans-boundary food-energy-water nexus: implementation in Delhi, India",food energy water nexus; urban system; trans-boundary infrastructure footprints; coupled water-energy-GHG footprints; supply-chain; risk; ground water vulnerability; sustainability,CARBON FOOTPRINT; CITIES; CITY
WOS:000379032900005,2016,10.1590/1809-4430-Eng.Agric.v36n2p260-270/2016,CARBON FOOTPRINT OF THE COLOMBIAN COCOA PRODUCTION,Carbon footprint; climate changes; global warming potential; Theobroma cacao L.,LIFE-CYCLE ASSESSMENT; GREENHOUSE-GAS EMISSIONS; ENVIRONMENTAL IMPACTS; WATER FOOTPRINT; RICE PRODUCTION; CROP PRODUCTION; ENERGY; VARIABILITY; PROVINCE; NATIONS
WOS:000699867100001,2022,10.2166/ws.2021.322,Virtual water trade and its implications on water sustainability,virtual water export; virtual water import; virtual water trade; water footprint; water sustainability,FOOD; FOOTPRINT; SCARCITY; DEMAND; FLOWS; NEED
WOS:000781277100001,2022,10.3390/en15072605,Environmental Valorization of Rice Waste as Adsorbent Material for the Removal of Nitrates from Water,nitrate removal; life-cycle assessment; waste valorization; rice straw,LIFE-CYCLE ASSESSMENT; LOW-COST ADSORBENTS; STRAW; POLLUTANTS; ADSORPTION
WOS:000462105700028,2019,10.1016/j.ecolecon.2019.01.032,International trade of global scarce water use in agriculture: Modeling on watershed level with monthly resolution,Water scarcity; International trade; Water footprint; Multi-regional input-output analysis; MRIO; WF; Displacement,ENVIRONMENTAL IMPACTS; VIRTUAL WATER; FOOTPRINT; INPUT; CONSUMPTION; CRITIQUE; CARBON
WOS:000464660000036,2019,10.1029/2018WR023146,Water Debt Indicator Reveals Where Agricultural Water Use Exceeds Sustainable Levels,sustainability; water footprint; water depletion; food production; groundwater; irrigation demand,SURFACE-WATER; GROUNDWATER; FOOD; LAND; SCARCITY; AQUIFERS; IMPACTS
WOS:000474419000006,2019,10.1088/1748-9326/ab2108,Do alternative irrigation strategies for rice cultivation decrease water footprints at the cost of long-term soil health?,alternate wetting and drying; mid-season drainage; soil organic carbon; rice; carbon dioxide; methane; nitrous oxide,GREENHOUSE-GAS EMISSIONS; ORGANIC-MATTER; DRYING IRRIGATION; SAVING IRRIGATION; CARBON STOCKS; PADDY FIELDS; MANAGEMENT; YIELD; FERTILIZATION; INCREASE
WOS:000606742400003,2021,10.1016/j.agwat.2020.106602,Closing yield and harvest area gaps to mitigate water scarcity related to China's rice production,Yield gap; Cropping intensity; Water footprint; Cropping redistribution; Sustainable agriculture; Freshwater use,SOURCE GEOSPATIAL TOOL; FAO CROP MODEL; FOOD-PRODUCTION; IMPACTS
WOS:000508610900002,2020,10.5194/hess-24-307-2020,Assessment of potential implications of agricultural irrigation policy on surface water scarcity in Brazil,,FOOTPRINT; REQUIREMENTS; GREEN; LAND; BLUE; CROPLAND; IMPACTS; SYSTEMS; SAVINGS; DEMAND
WOS:000531558100294,2020,10.3390/su12072869,How High-Quality Urbanization Affects Utilization Efficiency of Agricultural Water Resources in the Yellow River Basin under Double Control Action?,water utilization efficiency; high-quality urbanization; double control action; the Yellow River Basin,PANEL-DATA; ECONOMIC-GROWTH; CHINA; PRODUCTIVITY; FOOTPRINT; SCARCITY; NORTH
WOS:000391183600001,2017,10.1038/srep39855,Improving rice production sustainability by reducing water demand and greenhouse gas emissions with biodegradable films,,NITROUS-OXIDE EMISSIONS; PRODUCTION SYSTEM; LOWLAND RICE; AMMONIA VOLATILIZATION; METHANE EMISSION; USE EFFICIENCY; N2O EMISSIONS; PADDY FIELDS; SOIL; FLUXES
WOS:000432475300153,2018,10.1016/j.scitotenv.2018.03.306,Water resources conservation and nitrogen pollution reduction under global food trade and agricultural intensification,Food trade; Water resources conservation; Nitrogen pollution reduction; Agricultural intensification; PEPIC; GTAP,VIRTUAL WATER; CROP PRODUCTION; INTERNATIONAL-TRADE; FOOTPRINT; MODEL; SECURITY; FLOWS; GLOBALIZATION; SCENARIOS; TRANSFERS
WOS:000390432700006,2017,10.1016/j.advwatres.2016.11.015,Water limits to closing yield gaps,Irrigation water; Yield gap; Freshwater resources; Food production; Water scarcity,VIRTUAL WATER; FOOD DEMAND; LAND; PRODUCTIVITY; FOOTPRINT; DIETS; GREEN; BLUE
WOS:000463025900026,2019,10.5004/dwt.2019.23841,Assessing water scarcity in Malaysia: a case study of rice production,Water consumption; Water footprint; Water stress index; Water resources; Water management; Water withdrawal; Malaysia,FRESH-WATER; CROPS PRODUCTION; FOOTPRINT; CONSUMPTION; GREEN; BLUE
WOS:000691588400012,2021,10.1016/j.scitotenv.2021.148340,Biogas feedstock potentials and related water footprints from residues in China and the European Union,EU and Chinese biogas potentials; Agricultural residues; Forestry residues; Residue availability; Biogas water footprint; Comparative assessment,AVAILABILITY; AGRICULTURE; WASTE; SOIL
WOS:000733777300005,2021,10.4081/jae.2021.1197,Cropping pattern simulation-optimization model for water use efficiency and economic return,AquaCrop-OS; nonlinear optimization; profitability; spatial distribution; water availability,YIELD RESPONSE; AQUACROP; CALIBRATION; FOOTPRINT
WOS:000369512800014,2016,10.3390/w8010030,Anthropogenic Nitrogen and Phosphorus Emissions and Related Grey Water Footprints Caused by EU-27's Crop Production and Consumption,nitrogen and phosphorus emission; diffuse pollution; grey water footprint; consumption; multi-regional input-output analysis,HARMFUL ALGAL BLOOMS; CORN STOVER; LIVESTOCK; TRENDS; EUTROPHICATION; POLLUTION; FLOWS; LOADS; MODEL; WORLD
WOS:000489768900006,2019,10.1016/j.iswcr.2019.07.001,Drought and conflicts at the local level: Establishing a water sharing mechanism for the summer-autumn rice production in Central Vietnam,Adaptation; Agriculture; Climate change; Governance; Rice production; Water sharing,CLIMATE-CHANGE; IMPACTS; VULNERABILITY; FOOTPRINT; MAIZE
WOS:000644938800001,2021,10.2166/wp.2021.168,Trans-regional rice supply paradigm reveals unsustainable water use in China,Food trade; Rainwater use efficiency; Rice supply; Sustainability; Water footprint,FOOD SECURITY; FOOTPRINT; RESOURCES; SCARCITY; TRADE; YIELD
WOS:000502264700078,2019,10.3390/agronomy9110744,Future Wheat Yield Variabilities and Water Footprints Based on the Yield Sensitivity to Past Climate Conditions,climate change; yield trend; water consumption; semiarid condition; Pakistan,FAO CROP MODEL; AGRICULTURAL PRODUCTION; INDUS BASIN; EVAPOTRANSPIRATION; IMPACTS; TRENDS; GREEN; RICE; BLUE; VULNERABILITY
WOS:000372300600004,2016,10.1007/s13280-015-0720-2,Sustaining food self-sufficiency of a nation: The case of Sri Lankan rice production and related water and fertilizer demands,Self-sufficiency; Food security; Agricultural intensification; Water footprint; Nitrogen runoff; Water resources,CLIMATE-CHANGE; CROP PRODUCTION; RESOURCES; FOOTPRINT; IMPACTS; TRENDS; GREEN; BLUE
WOS:001050792600001,2018,10.3389/fsufs.2018.00067,Replacing Imports of Crop Based Commodities by Domestic Production in Finland: Potential to Reduce Virtual Water Imports,dietary changes; displaced impacts; food consumption; international trade; local production; virtual water; water footprints,
WOS:000677076300001,2021,10.3390/su13147586,Decomposition Analysis of Global Water Supply-Demand Balances Focusing on Food Production and Consumption,water balance index; modified Laspeyres index method; water footprint; blue water; food supply-demand balances; global analysis,RESOURCES; ENERGY; FOOTPRINT; PERFECT; MODEL
WOS:000502264500061,2019,10.3390/w11112259,Sustainable Water Use for International Agricultural Trade: The Case of Pakistan,sustainability; agriculture; virtual water trade; blue; green,VIRTUAL-WATER; CONSUMPTION; FOOTPRINT; EVOLUTION; SCARCITY; SOUTHERN; PATTERNS; CROPS; FLOWS; MODEL
WOS:000449009400003,2015,10.1016/j.spc.2015.08.001,Environmental sustainability issues in the food-energy-water nexus: Breakfast cereals and snacks,Breakfast cereals; Global warming potential; Water footprint; Energy consumption; Life cycle assessment; Food-energy-water nexus,LIFE-CYCLE ASSESSMENT; CORN
WOS:001385283700001,2025,10.1088/1748-9326/ada0ca,"Socio-economic, environmental and health impacts of dietary transformation in Bangladesh",food system transformation; Bangladesh; trade-offs; global economic model; sustainable and healthy diets; environmental footprints,EAT-LANCET DIET; CLIMATE-CHANGE; LAND-USE; RISK; SUSTAINABILITY; ADHERENCE; POLICY; MODEL
WOS:001512788100032,2025,10.1038/s41598-025-05242-3,Enhancing greenhouse cucumber production and quality utilizing organic residues as potting media through various cultivation modes and assessing application economics,Substrate media culture; Cucumber; Growth; Irrigation water productivity; Fruit quality; Photosynthesis,WATER-USE EFFICIENCY; GROWTH; PHOTOSYNTHESIS; SAWDUST; COMPOST; WASTE; STRAW; SOIL
WOS:001497854400001,2025,10.1186/s12284-025-00806-3,The Relationship between Anaerobic Germination Capacity and Submergence Tolerance in Rice Seedlings,Flood tolerance; Hydrophobicity; Leaf gas films; Non-structural carbohydrates; <italic>Oryza sativa</italic>; Photosynthetic parameters; Recovery; Underwater photosynthesis.,UNDERWATER PHOTOSYNTHESIS; GAS FILMS; FLOODING TOLERANCE; ORYZA-SATIVA; CO2; MECHANISMS; AERATION; GROWTH; O-2; LIGHT
WOS:001508538200001,2025,10.1007/s41062-025-02071-1,Sustainable high-strength concrete: enhancing performance with sugarcane leaf and sugar beet ash,Sustainable eco-friendly concrete; Agricultural by-products; Supplementary cementitious waste materials; Sugar production wastes; SLA; SBA; FA,FLY-ASH; BAGASSE ASH; POZZOLANIC PROPERTIES; CHLORIDE DIFFUSIVITY; PORTLAND-CEMENT; RESISTANCE; RESIDUES
WOS:001389294300001,2025,10.1007/s10668-024-05893-8,Consumer preferences and valuation for sustainably produced rice in Ghana,Consumer preferences; Willingness to pay; Sustainable Rice Platform; Rice; Ghana,WILLINGNESS-TO-PAY; FOOD; SYSTEMS; WATER; DEMAND; CHOICE; TRADE
WOS:001554139600001,2025,10.1016/j.cj.2025.05.011,Optimizing the rotation cycle of previous crops increases crop yield and environmental sustainability in paddy field rotation,Crop rotation; Rapeseed; Wheat; Environmental sustainability; Soil health,GREENHOUSE-GAS EMISSIONS; SOIL ORGANIC-CARBON; SYSTEM; MANAGEMENT; CHINA; PLANT; WATER; DIVERSIFICATION; FERTILITY; DIVERSITY
WOS:000365369600026,2015,10.1016/j.ecolmodel.2014.12.021,"Urbanization, agricultural water use, and regional and national crop production in China",Urbanization; Agricultural water use; Crop areas; Crop production; Regional and national level in China,NORTHERN CHINA; MANAGEMENT; FOOTPRINT; ECONOMY; POLICY; FOOD
WOS:001581169000039,2025,10.1038/s41598-025-18138-z,An innovative approach to enhancing the strength and durability of recycled aggregate concrete through fly ash-silica fume coating and rice husk ash supplementation,Recycled aggregate concrete; Slurry coating; Rice husk ash; Mechanical and durability properties,ULTRASONIC PULSE VELOCITY; MECHANICAL-PROPERTIES; DEMOLITION WASTE; CONSTRUCTION; RESISTANCE; SURFACE
WOS:001618385400001,2025,10.1016/j.conbuildmat.2025.144487,Effects of mix design parameters on workability and compressive strength of teff straw ash-based geopolymer mortars: Experimental evaluation and machine learning prediction,Compressive strength; Geopolymer mortar; Machine learning; Portland cement; Sustainable construction materials; Teff straw ash,RICE HUSK ASH; CURING TEMPERATURE; CONCRETE; NAOH; INDUSTRIAL; SLAG
WOS:001513263300001,2025,10.1002/suco.70192,"Performance and microstructural optimization of sustainable geopolymer mortars using fly ash, ground granulated blast furnace slag, and rice husk ash",fly ash; geopolymer mortar; ground granulated blast-furnace slag; rice husk ash; sustainability,CONCRETE; STRENGTH
WOS:001780709100001,2026,10.1016/j.mtsust.2026.101383,Reactive extrusion of reeds (Phragmites australis) and production of binder-less foam insulator,Common reeds; Hydrothermal treatment; Multi-screw reactive extrusion; Binder less; Bio-foam; Thermal insulator,COMMON REED; SURFACE CHARACTERIZATION; THERMAL INSULATOR; FIBERS; WASTE; XPS; US
WOS:001687533100001,2026,10.3390/app16031379,Comparison of Selected Sensory and Physicochemical Indicators of Insect Powders and Flours During Storage,edible insects; cereal flours; storage; stability; proteins; amino acids; color; volatile compounds,EDIBLE INSECTS; ALPHITOBIUS-DIAPERINUS; FUNCTIONAL-PROPERTIES; ACHETA-DOMESTICUS; TENEBRIO-MOLITOR; HEAVY-METALS; AMINO-ACIDS; PROTEIN; CRICKET; FOOD
WOS:001660951600001,2026,10.1016/j.mtsust.2025.101295,Agro-food waste upcycling into mycelium insulation: Linking structure with mechanical and fire performance,Fungal biocomposite; Ganoderma lucidum; Agro-food waste; Thermal insulation; Mechanical properties; Sustainable construction,COMPOSITES; FUNGI
WOS:001502154400001,2025,10.1016/j.dibe.2025.100681,"Enhancing sustainability in construction: Mechanical, carbon emission, and microstructural analysis of activated slag binders incorporating silica fume and nepheline syenite",Silica fume; Nepheline syenite; Sodium hydroxide; Microstructure; Slag; Binder,RICE HUSK ASH; HYDRATION PRODUCTS; DIATOMACEOUS-EARTH; WASTE GLASS; GEOPOLYMERIZATION; TEMPERATURE; CONCRETE
WOS:001634386500001,2025,10.3390/polym17233216,Geopolymerization of Kaolin Clay with Hemp Fibers for Sustainable Soil Stabilization,stabilization of soil; hemp fiber; geopolymer; freeze-thaw cycle; carbon index,RICE HUSK ASH; FLY-ASH; STRENGTH; CEMENT; LIME; CONCRETE; MICROSTRUCTURE; PERFORMANCE; MECHANISM; BEHAVIOR
WOS:001587931300001,2025,10.3389/fsufs.2025.1672467,"Long-term zero tillage with residue retention boosts yield, enhances energy efficiency, and mitigates greenhouse gas emissions in the western Indo-Gangetic rice-wheat systems",clean environment; conservation agriculture; energy budgeting; energy use efficiency; global warming potential; rice-wheat cropping system,AESTIVUM CROPPING SYSTEM; NITROUS-OXIDE EMISSION; CONSERVATION AGRICULTURE; MANAGEMENT-PRACTICES; CLIMATE-CHANGE; GHG EMISSIONS; MAIZE SYSTEMS; SOILS; TRENDS; ISSUES
WOS:000360456000034,2015,10.2134/agronj14.0256,Water Resources and Food Security,,FOOTPRINT; IMPACT
WOS:001615622900012,2025,10.1038/s41598-025-23184-8,Physiological indicators drive climate-smart and sustainable AWD irrigation in rice systems,Sustainable rice cultivation; Rice water stress physiology; Alternate wetting and drying; Greenhouse gas emission reduction; Central Thailand; SDG 6: Clean Water and Sanitation,DROUGHT STRESS; PHOTOSYNTHETIC PIGMENTS; STOMATAL CONDUCTANCE; DRYING IRRIGATION; OXIDATIVE STRESS; WATER FOOTPRINT; TOLERANCE; L.; MECHANISMS; EMISSIONS
WOS:001516366300001,2025,10.3390/su17125501,Provincial-Level Carbon-Reduction Potential for Agricultural Irrigation in China,agricultural irrigation; carbon-reduction potential; water-saving; crop water requirement; provincial analysis in China,WATER; EMISSIONS; MANAGEMENT
WOS:001731976600001,2026,10.3389/fpls.2026.1762787,Partial substitution of nitrogen fertilizer by Chinese milk vetch with different improvement measures achieves a win-win for rice productivity and environmental benefits,carbon footprint; emission reduction material; green manure; net ecosystem economic benefit; nitrogen fertilizer; water management,GREENHOUSE-GAS EMISSIONS; MANAGEMENT-PRACTICES; PADDY SOIL; TRANSPORT; BIOCHAR; SYSTEMS; YIELD; STRAW
WOS:001744983200001,2026,10.1007/s11032-026-01650-z,Marker-assisted introgression of brown planthopper resistance and herbicide tolerance for integrated pest management in direct seeded rice,Resistance breeding; Hoppers; Imazethapyr tolerance; Weedy rice; Sustainability,NILAPARVATA-LUGENS STAL; ORYZA-SATIVA L.; TEMPERATURE; LOCUS
WOS:001677691900001,2026,10.1016/j.indcrop.2026.122749,Sequential hydrolysis-pyrolysis engineered biochar for highly dispersed MgO nanosheets doping and its superior phosphate adsorption performance,MgO-doped biochar; Sequential hydrolysis-pyrolysis; Phosphate; Life cycle assessment,RICE HUSK BIOCHAR; AQUEOUS-SOLUTIONS; REMOVAL; NANOCOMPOSITES; CORROSION; AMMONIUM; NITROGEN; ISOTHERM; BIOMASS; NITRATE
WOS:001544990800003,2025,10.1016/j.matlet.2025.139193,Nano-architectural adaptations in roots: pyrogenic material for crop resilience and circularity,Biomass; Pyrogenic minerals; Silica; Nano-rhizosphere; Crop resilience; XHR FESEM; Circularity,
WOS:001578587100001,2025,10.1155/sci5/9303188,Enhancing Spinach Growth and Soil Edaphic Factors Using Aquatic Weed-Derived Biochar,aquatic weeds; biochar; pyrolysis temperature; soil amelioration; valorization,PYROLYSIS TEMPERATURE; PHYSICOCHEMICAL PROPERTIES; FEEDSTOCK TYPE; RICE HUSK; WATER; WASTE; YIELD; AVAILABILITY; IMPACT
WOS:001655802300007,2025,10.58915/ijneam.v18iDecember.2809,Towards Sustainable Concrete: Performance of Eco-Cement with Agricultural and Industrial Waste Materials,Supplementary cementitious materials; sustainable concrete; rice husk ash; waste glass powder; CO2 emission reduction,ASH
WOS:001343668700001,2024,10.1016/j.resenv.2024.100173,Appropriately delayed flooding before rice transplanting increases net ecosystem economic benefit in the winter green manure-rice rotation system,Flooding management; Green manure; Rice straw; Greenhouse gas; Carbon footprint; Net ecosystem economic benefit,NITROUS-OXIDE EMISSIONS; GAS EMISSIONS; CARBON SEQUESTRATION; MANAGEMENT-PRACTICES; METHANE PRODUCTION; EXTRACTION METHOD; PADDY SOIL; STRAW; BIOGEOCHEMISTRY; FERTILIZATION
WOS:001192621800001,2024,10.3390/informatics11010003,Integrating IOTA's Tangle with the Internet of Things for Sustainable Agriculture: A Proof-of-Concept Study on Rice Cultivation,agrifood sector; internet of things (IoT); distributed ledger technologies (DLT); IOTA tangle; rice cultivation; sustainability; real-time data recording; environmental footprint,SYSTEM
WOS:001366742500001,2024,10.3390/buildings14113440,A Newly Bio-Based Material for the Construction Industry Using Gypsum Binder and Rice Straw Waste (Oryza sativa),gypsum; rice straw; natural based solutions; sustainability; agricultural waste,PLASTER; ELEMENTS; REED
WOS:000338763900007,2014,10.5194/hess-18-2103-2014,Determination of virtual water content of rice and spatial characteristics analysis in China,,FOOTPRINT; CONSUMPTION; IRRIGATION
WOS:001107224400001,2024,10.1016/j.scitotenv.2023.167977,Greenhouse gas emissions from bio-based growing media: A life-cycle assessment,Life cycle assessment; Extruded willow wood fiber; Willow; based compost; Willow-based hydrochar; Degassed fiber from agricultural waste; Greenhouse gas emission,ANAEROBIC CO-DIGESTION; SOIL CARBON CHANGES; HYDROTHERMAL CARBONIZATION; WATER RECIRCULATION; WILLOW PLANTATIONS; AGRICULTURAL LAND; PARBOILED RICE; METHANE YIELD; ENERGY CROPS; PLANT-GROWTH
WOS:001008793600001,2023,10.1016/j.agsy.2023.103647,Climate change-induced aridity is affecting agriculture in Northeast Italy,Climate change; Italy; Agriculture; Aridity; Remote sensing,DROUGHT IMPACT; ADRIATIC SEA; PO VALLEY; CHANGE SCENARIOS; WATER FOOTPRINT; CROP YIELD; TEMPERATURE; PRECIPITATION; VARIABILITY; REGION
WOS:000292075100044,2011,10.1021/es1041755,Environmental Impacts of Water Use in Global Crop Production: Hotspots and Trade-Offs with Land Use,,FOOTPRINT; CONSUMPTION
